,artist,album,albumcount,year
65762,Damien Jurado,Maraqopa,1,2012
65779,Damien Rice,My Favourite Faded Fantasy,2,2014
65841,Damnation Of Adam Blessing,The Damnation Of Adam Blessing,2,2010
65854,Damon Albarn,Everyday Robots,1,2014
65928,Dan Auerbach,Waiting On A Song,1,2017
66205,Dance Gavin Dance,Acceptance Speech,1,2013
66216,Dance Gavin Dance,Artificial Selection,2,2018
66232,Dance Gavin Dance,Downtown Battle Mountain II,1,2011
66253,Dance Gavin Dance,Instant Gratification,1,2015
66266,Dance Gavin Dance,Tree City Sessions,1,2016
66278,Dane Cook,I Did My Best - Greatest Hits,1,2010
66425,Danger Mouse & Daniele Luppi Starring Jack White & Norah Jones,Rome,7,2011
66440,Danger Mouse & Sparklehorse,Danger Mouse & Sparklehorse Present: Dark Night Of The Soul,2,2019
66462,Dangerkids,Collapse,1,2013
66573,Daniel Rossen,Silent Hour / Golden Mile (EP),1,2012
66578,Daniel Tosh,Happy Thoughts,2,2011
66590,Danielle Bradbery,I Don't Believe We've Met,1,2017
66600,Danielle Bradbery,The Voice: The Complete Season 4 Collection,2,2013
66624,Danity Kane,DK3,1,2014
66665,Danny Brown,Atrocity Exhibition,2,2016
66680,Danny Brown,Old,2,2013
66720,Danny Gokey,Hope In Front Of Me,2,2014
66788,Danny Williams,White On White,5,2014
66804,Danzig,Black Laden Crown,1,2017
66859,Danzig,Deth Red Sabaoth,2,2010
66870,Danzig,Skeletons,1,2015
66924,Dar Williams,In The Time Of Gods,1,2012
66993,Dario,Alpha (EP),1,2016
66998,Dario,Point Of No Return,3,2017
67083,Darius Rucker,When Was The Last Time,7,2017
67105,Dark Lotus,Black Rain,1,2015
67136,Dark Lotus,"The Mud, Water, Air And Blood",1,2015
67152,Dark Lotus,The Opaque Brotherhood,2,2015
67177,Dark Tranquillity,Construct,1,2013
67189,Darkest Hour,Darkest Hour,1,2019
67211,Darkest Hour,The Human Romance,1,2011
67235,Darlene Love,Introducing Darlene Love,1,2015
67249,Darlene Zschech,Revealing Jesus: A Live Worship Experience,1,2013
67326,Daryl Hall,Laughing Down Crying,1,2011
67430,Daryl Hall John Oates,Do It For Love,7,2018
67560,Daryl Hall John Oates,Our Kind Of Soul,2,2018
67751,Das Racist,Relax,1,2011
67765,Dash Berlin,We Are: Part 1,1,2014
67810,Dashboard Confessional,Crooked Shadows,1,2018
67842,Daughter,If You Leave,1,2013
67852,Daughter,Not To Disappear,1,2016
67893,Daughtry,Cage To Rattle,2,2018
67942,Dave Alvin,Eleven Eleven,1,2011
67977,Dave Barnes,Golden Days,1,2014
67989,Dave Barnes,Stories To Tell,1,2012
68000,Dave Barnes,Very Merry Christmas,1,2010
68010,Dave Barnes,"What We Want, What We Get",1,2010
68055,Dave East,Kairi Chanel,1,2016
68070,Dave East,Karma 2,2,2018
68088,Dave East,P2,2,2018
68103,Dave East,Paranoia: A True Story,4,2017
68131,Dave Edmunds,Riff Raff,4,2016
68188,Dave Grohl,Play (EP) (Soundtrack),1,2018
68241,Dave Hause,Devour,1,2013
68267,Dave Hollister,Chicago Winds... The Saga Continues,1,2014
68363,Dave Koz,Collaborations: 25th Anniversary Collection,1,2015
68393,Dave Koz,Hello Tomorrow,2,2010
68597,Dave Matthews & Tim Reynolds,Live In Las Vegas,3,2010
68672,Dave Matthews Band,Come Tomorrow,7,2018
68699,Dave Matthews Band,Europe 2009,1,2010
68813,Dave Matthews Band,Live At Wrigley Field,1,2011
68971,Dave Rawlings Machine,Nashville Obsolete,1,2015
69002,David,David Courtney's First Day,4,2010
69113,David Archuleta,Begin.,2,2012
69148,David Archuleta,No Matter How Far,1,2013
69158,David Archuleta,The Other Side Of Down,4,2010
69170,David Archuleta,Winter In The Air,1,2018
69303,David Bazan,Strange Negotiations,1,2011
69381,David Bowie,A New Career In A New Town (1977 - 1982),1,2017
69714,David Bowie,No Plan (EP),2,2017
69718,David Bowie,Nothing Has Changed.,4,2014
69994,David Byrne,American Utopia,2,2018
70113,David Byrne & Fatboy Slim,Here Lies Love,2,2010
70135,David Byrne & St. Vincent,Love This Giant,5,2012
70217,David Cook,Chromance (EP),1,2018
70236,David Cook,Digital Vein,1,2015
70248,David Cook,This Loud Morning,7,2011
70260,David Crosby,Croz,3,2014
70280,David Crosby,Lighthouse,1,2016
70315,David Cross,Bigger And Blackerer,1,2010
70360,David Crowder Band,All This For A King: The Essential Collection,1,2013
70399,David Crowder Band,Give Us Rest Or (A Requiem Mass In C [The Happiest Of All Keys]),6,2012
70434,David Crowder Band,Oh For Joy (EP),7,2011
70459,David Crowder Band,Summer Happiness (EP),1,2010
70511,David Garrett,David Garrett,6,2012
70526,David Garrett,Rock Symphonies,7,2010
70579,David Gilmour,Live At Pompeii,1,2017
70632,David Gilmour,Rattle That Lock,5,2015
70669,David Gray,Foundling,4,2010
70702,David Gray,Mutineers,4,2015
70726,David Guetta,7,6,2018
70826,David Guetta,One More Love (EP),1,2010
71035,David Nail,Fighter,2,2016
71046,David Nail,I'm A Fire,6,2014
71068,David Nail,The Sound Of A Million Dreams,1,2013
71090,David Peel & The Lower East Side,Have A Marijuana,3,2015
71100,David Peel & The Lower East Side,The Pope Smokes Dope,3,2015
71117,David Phelps,Classic,1,2012
71132,David Phelps,The Best Of David Phelps: From The Homecoming Series,1,2011
71414,Davina,Best Of Both Worlds,2,2015
71428,Dawes,All Your Favorite Bands,2,2015
71437,Dawes,Nothing Is Wrong,1,2011
71448,Dawes,Passwords,1,2018
71458,Dawes,Stories Don't End,4,2013
71470,Dawes,We're All Gonna Die,2,2016
71481,Dawn Featuring Tony Orlando,Dawn Featuring Tony Orlando,2,2018
71516,Dawn Richard,Armor On (EP),1,2012
71526,Dawn Richard,Goldenheart,1,2013
71575,Dayshell,Dayshell,1,2013
71614,Daz Dillinger,This Is The Life I Lead,6,2014
71661,De La Soul,and the ANONYMOUS NOBODY,3,2016
71688,DeFranco Family,Save The Last Dance For Me,7,2010
71698,DeJ Loaf,#AndSeeThatsTheThing (EP),7,2015
71704,DeWayne Woods & When Singers Meet,My Life's Lyric,1,2010
71737,Dead Can Dance,Anastasis,3,2012
71779,Dead Cross,Dead Cross,1,2017
71832,Deafheaven,New Bermuda,1,2015
71837,Deafheaven,Ordinary Corrupt Human Love,1,2018
71844,Deafheaven,Sunbather,1,2013
72049,Dean Martin,"The Best Of Dean Martin, Vol. 2",7,2011
72175,Deas Vail,Birds & Cages,1,2010
72187,Deas Vail,Deas Vail,1,2011
72223,Death Angel,The Dream Calls For Blood,1,2013
72233,Death Angel,The Evil Divide,1,2015
72254,Death Cab For Cutie,Kintsugi,7,2015
72289,Death Cab For Cutie,Thank You For Today,2,2018
72312,Death From Above 1979,The Physical World,2,2014
72323,Death Grips,Bottomless Pit,1,2016
72336,Death Grips,Powers That B,1,2015
72354,Death Grips,The Money Store,1,2012
72367,Death Grips,Year Of The Snitch,1,2018
72576,Deborah Silver,The Gold Standards,1,2016
72769,Deep Purple,Infinite,1,2017
72819,Deep Purple,Now What?!,2,2013
72921,Deer Tick,Divine Providence,1,2011
72933,Deer Tick,Negativity,1,2013
72945,Deer Tick,The Black Dirt Sessions,1,2010
72956,Deerhoof,Deerhoof vs. Evil,1,2011
72978,Deerhoof,La Isla Bonita,1,2014
73002,Deerhunter,Fading Frontier,1,2015
73011,Deerhunter,Halcyon Digest,7,2010
73034,Deerhunter,Monomania,3,2013
73232,Def Leppard,"Viva! Hysteria: Live At The Joint, Las Vegas",2,2013
73357,Defeater,Letters Home,1,2013
73403,Deftones,Gore,6,2016
73503,Deitrick Haddon,Masterpiece,2,2015
73520,Deitrick Haddon,R.E.D. (Restoring Everything Damaged),3,2013
73552,Deitrick Haddon's LXW (League Of Xtraordinary Worshippers),Deitrick Haddon's LXW,2,2014
73698,Delbert & Glen,"Blind, Crippled & Crazy",1,2013
73801,Delta Rae,After It All,1,2015
73815,Delta Spirit,Delta Spirit,1,2012
73826,Delta Spirit,History From Below,1,2010
73837,Delta Spirit,Into The Wide,1,2014
73873,Deltron 3030,Event 2,3,2013
73889,Deluge,Unshakable,1,2011
74008,Demon Hunter,Extremist,2,2014
74020,Demon Hunter,Outlive,1,2017
74056,Demon Hunter,The World Is A Thorn,2,2010
74073,Demon Hunter,True Defiance,3,2013
74264,Denzel Curry,TA13OO,4,2018
74311,Deon Kipping,I Just Want To Hear You,1,2012
74473,Depeche Mode,Remixes 2: 81-11 (Deluxe Edition),1,2011
74601,Depeche Mode,Spirit,2,2017
74723,Derek Minor,Empire,1,2015
74739,Derek Minor,Minorville,2,2013
74767,Derez De'Shon,Pain 2,1,2018
74820,Desaparecidos,Payola,1,2015
74863,Descendents,Hypercaffium Spazzinate,1,2016
74884,Desiigner,L.O.D. (EP),1,2018
74907,Desperation Band,Banner: Live Fom Desperation Conference,1,2014
74919,Desperation Band,Center Of It All,1,2012
74958,Dessa,Chime,1,2018
74969,Dessa,Parts Of Speech,1,2013
75021,Destiny's Child,Love Songs,4,2013
75080,Destroy Rebuild Until God Shows,D.R.U.G.S.,2,2011
75091,Destroyer,Kaputt,1,2011
75100,Destroyer,Poison Season,1,2015
75147,Detroit,Detroit,6,2018
75198,Detroit Emeralds,I'm In Love With You,4,2014
75235,Deuce,Nine Lives,3,2012
75246,Dev,The Night The Sun Came Up,1,2012
75259,Devendra Banhart,Mala,1,2013
75325,Devil You Know,The Beauty Of Destruction,1,2014
75337,Devil You Know,They Bleed Red,1,2015
75352,DevilDriver,"Outlaws 'Til The End, Vol. 1",1,2018
75406,DevilDriver,Trust No One,1,2016
75418,DevilDriver,Winter Kills,2,2013
75429,Devin Dawson,Dark Horse,2,2018
75454,Devin The Dude,Suite 420,1,2010
75615,Devo,Something For Everybody,3,2010
75631,Devotchka,100 Lovers,1,2011
75843,Diana Krall,Turn Up The Quiet,2,2017
75897,Diana Reyes,Te Voy A Mostrar,5,2014
75951,Diana Ross,Diamond Diana: The Legacy Collection,1,2017
76282,Diane Birch,Bible Belt,4,2010
76295,Diane Birch,Speak A Little Louder,1,2013
76422,Dido,Girl Who Got Away,3,2013
76476,Die Antwoord,$O$,1,2010
76487,Die Antwoord,Donker Mag,1,2014
76503,Die Antwoord,Mount Ninji And Da Nice Time Kid,1,2016
76519,Die Antwoord,Ten$Ion,1,2012
76545,Dierks Bentley,Country & Cold Cans (EP),2,2012
76689,Diggy,Unexpected Arrival,5,2012
76745,Dilated Peoples,Directors Of Photography,1,2014
76809,Dillon Francis,Money Sucks Friends Rule,1,2014
76821,Dillon Francis,This Mixtape Is Fire (EP),1,2015
76828,Dimmu Borgir,ABRAHADABRA,2,2010
76850,Dimmu Borgir,Eonian,1,2018
76908,Dinosaur Jr.,Give A Glimpse Of What Yer Not,1,2016
76941,Dinosaur Jr.,I Bet On Sky,2,2012
77054,Dion,Dion's Greatest Hits,5,2015
77071,Dion,Sanctuary,2,2015
77381,Diplo,California (EP),3,2018
77387,Diplo,Express Yourself (EP),1,2012
77393,Diplo,Random White Dude Be Everywhere,1,2014
77405,Diplo,Revolution (EP),1,2013
77451,Dir En Grey,Dum Spiro Spero,1,2011
77574,Dirty,Love Us Or Hate Us,1,2013
77626,Dirty Loops,Loopified,1,2014
77661,Dirty Projectors,Swing Lo Magellan,3,2012
77686,Disciple,Attack,1,2014
77698,Disciple,Horseshoes & Handgrenades,2,2010
77710,Disciple,Long Live The Rebels,1,2016
77722,Disciple,O God Save Us All,1,2012
77784,Disco Biscuits,Planet Anthem,1,2010
77864,Dispatch,"America, Location 12",1,2017
77875,Dispatch,Circles Around The Sun,1,2012
78002,Divine Fits,A Thing Called Divine Fits,3,2012
78049,Dixie Chicks,Playlist: The Very Best Of The Dixie Chicks,2,2010
78075,Dixie Chicks,The Essential Dixie Chicks,2,2010
78173,Dizzy Wright,State Of Mind (EP),1,2017
78185,Dizzy Wright,The Growing Process: #TheSecondAgreement,1,2015
78255,Do Or Die,Pimpin Ain't Dead,3,2013
78303,Doe B,D.O.A.T. 3 (Definition Of A Trapper),1,2014
78365,Dokken,Broken Bones,1,2012
78472,Dolly Parton,Better Day,6,2011
78484,Dolly Parton,Blue Smoke,6,2014
78516,Dolly Parton,Dumplin' (Soundtrack),2,2018
78619,Dolly Parton,I Believe In You,1,2017
78816,Dom Kennedy,By Dom Kennedy,1,2015
78862,Dominican Sisters Of Mary,Mater Eucharistiae (Mother Of The Eucharist),5,2013
78877,Dominican Sisters Of Mary - Mother Of The Eucharist,"Jesu, Joy Of Man's Desiring: Christmas With The Dominican Sisters Of Mary",2,2017
78905,Domino,Physical Funk,1,2018
78906,Domo Genesis,Genesis,1,2016
79124,Don Omar,Don Omar Presents: Meet The Orphans: The King Is Back.,1,2012
79154,Don Omar,Last Don II,1,2015
79202,Don Q,Don Season 2,1,2018
79239,Don Trip,Godspeed,1,2015
79276,Don Williams,And So It Goes,1,2012
79308,Don Williams,Reflections,1,2014
79391,Donald Fagen,Sunken Condos,4,2012
79439,Donald Lawrence & Co.,YRM /Your Righteous Mind/,3,2011
79501,Dondria,Dondria Vs Phatfffat,2,2010
79531,Donell Jones,Lyrics,5,2010
79705,Donna Summer,Love To Love You Donna,1,2013
79826,Donnie McClurkin,Duets,5,2014
79885,Donny & Marie Osmond,Donny & Marie,4,2018
80047,Donny Osmond,The Soundtrack Of My Life,1,2014
80234,Donovan,The Best Of Donovan,7,2012
80262,Doomtree,All Hands,1,2015
80292,Dope,"Blood Money, Part 1",2,2016
80340,Dorinda Clark-Cole,I Survived,1,2011
80385,Doris Day,My Heart,1,2010
80411,Dorothy Norwood,An Incredible Journey,3,2017
80437,Dorrough,Get Big,1,2010
80569,Dove Cameron,Liv And Maddie (Soundtrack),1,2015
80618,Down,Diary Of A Mad Band,1,2010
80636,Down,Down IV: Part II (EP),2,2017
80654,Down,The Purple EP,2,2012
80660,Doyle Bramhall II,Rich Man,1,2016
80681,Dr. Dog,B-Room,2,2013
80696,Dr. Dog,Be The Void,3,2012
80711,Dr. Dog,Critical Equation,1,2018
80732,Dr. Dog,Psychedelic Swamp,1,2016
80745,Dr. Dog,"Shame, Shame",3,2010
80923,Dr. John,Locked Down,6,2012
80933,Dr. John,Ske-Dat-De-Dat: The Spirit Of Satch,1,2014
80958,Draco Rosa,Vida,3,2013
81001,DragonForce,Maximum Overload,1,2014
81011,DragonForce,The Power Within,1,2012
81196,Drake Bell,Ready Steady Go,1,2014
81208,Drake White,Spark,1,2016
81253,Dre Murray,Gold Rush: Maybe One Day,1,2013
81320,Dream Theater,A Dramatic Turn Of Events,4,2011
81341,Dream Theater,Dream Theater,5,2019
81481,Dream Theater,The Astonishing,2,2016
81564,Dredg,Chuckles And Mr. Squeezy,1,2012
81593,Dreezy,No Hard Feelings,2,2016
81612,Drew Baldridge,Dirt On Us,1,2016
81625,Drew Holcomb And The Neighbors,Chasing Someday,1,2011
81637,Drew Holcomb And The Neighbors,Good Light,1,2013
81649,Drew Holcomb And The Neighbors,Medicine,1,2015
81661,Drew Holcomb And The Neighbors,Souvenir,1,2017
81683,Drive-By Truckers,American Band,2,2016
81694,Drive-By Truckers,Big To-Do,3,2010
81726,Drive-By Truckers,English Oceans,4,2014
81739,Drive-By Truckers,Go-Go Boots,3,2011
81753,Drive-By Truckers,It's Great To Be Alive!,1,2015
81885,Dropkick Murphys,11 Short Stories Of Pain & Glory,2,2017
81897,Dropkick Murphys,Going Out In Style,7,2011
81910,Dropkick Murphys,"Live On Lansdowne, Boston MA",3,2010
82031,Drowning Pool,Resilience,1,2013
82112,Dru Hill,InDRUpendence Day,2,2010
82191,Duelo,Libre Por Naturaleza,1,2013
82231,Duelo,Solamente Tu,2,2010
82319,Dum Dum Girls,End Of Daze (EP),1,2012
82324,Dum Dum Girls,Only In Dreams,1,2011
82334,Dum Dum Girls,Too True,1,2014
82402,Duran Duran,All You Need Is Now,4,2011
82535,Duran Duran,Paper Gods,7,2015
82573,Dustin Kensrue,Carry The Fire,1,2015
82740,Dwele,Greater Than One,3,2012
82809,Dwight Yoakam,3 Pears,7,2012
82929,Dwight Yoakam,Population: Me,7,2014
82939,Dwight Yoakam,Second Hand Heart,5,2015
82949,Dwight Yoakam,"Swimmin' Pools, Movie Stars...",1,2016
83048,Dying Fetus,Reign Supreme,1,2012
83057,Dying Fetus,Wrong One To Fuck With,1,2017
83077,Dylan Scott,Dylan Scott,4,2017
83214,E-40,Revenue Retrievin': Graveyard Shift,2,2011
83237,E-40,Sharp On All 4 Corners: Corner 1,1,2014
83338,E-40,The Block Brochure: Welcome To The Soil 4,1,2012
83358,E-40,The D-Boy Diary: Book 1,1,2016
83434,E-40 And B-Legit,Connected And Respected,1,2018
83453,E-40 And Too $hort,History: Function Music,1,2012
83502,EDEN,I Think You Think Too Much Of Me (EP),1,2016
83509,EDEN,Vertigo,1,2018
83522,EL VY,Return To The Moon,1,2015
83649,EXO,EXOdus: The 2nd Album,1,2015
83659,EXO,The War: The 4th Album,1,2017
83668,EXO-K,The 2nd Mini Album: Jungdog Overdose (EP),1,2014
83899,Eagles Of Death Metal,Zipper Down,1,2015
84050,Earl Sweatshirt,Doris,5,2013
84065,Earl Sweatshirt,"I Don’t Like Shit, I Don’t Go Outside: An Album By Earl Sweatshirt",4,2015
84075,Earl Sweatshirt,Some Rap Songs,2,2018
84090,Earnest Pugh,Christmas With Earnest Pugh,2,2012
84104,Earnest Pugh,Earnestly Yours,4,2011
84116,Earnest Pugh,LIVE: Rain On Us,6,2012
84250,"Earth, Wind & Fire","Now, Then & Forever",5,2019
84331,Easton Corbin,About To Get Real,5,2015
84460,Echo & The Bunnymen,Meteorites,1,2014
84527,Ed Ames,More I Cannot Wish You,7,2014
84605,Ed Sheeran,5,1,2014
84637,Ed Sheeran,Don't (EP),1,2014
85214,Edens Edge,Edens Edge,7,2012
85351,Ednita,Soy,3,2014
85414,Ednita Nazario,Desnuda,3,2012
85426,Ednita Nazario,El Corazon Decide,2,2013
85476,Edward Sharpe & The Magnetic Zeros,PersonA,1,2016
85589,Egypt Central,White Rabbit,1,2011
85713,El Dasa,Alegre y Enamorado,1,2014
85767,El Gran Combo,Salsa: Un Homenaje A El Gran Combo,4,2010
85819,El Trono de Mexico,Irremplazable,1,2013
85829,El Trono de Mexico,Que Bonita Es La Vida,1,2014
85839,El Trono de Mexico,Quiero Decirte Que Te Amo,5,2010
85849,El Trono de Mexico,Sigo Estando Contigo,2,2011
85875,Elbow,Build A Rocket Boys!,2,2011
85897,Elbow,Little Fictions,1,2017
85918,Elbow,The Take Off And Landing Of Everything,2,2014
85982,Electric Light Orchestra,Alone In The Universe,3,2015
86022,Electric Light Orchestra,Mr. Blue Sky: The Very Best Of Electric Light Orchestra,1,2012
86101,Electric Wizard,Time To Die,1,2014
86124,Electronic,Electric Love,2,2013
86209,Elevation Collective,Evidence,1,2018
86217,Elevation Worship,For The Honor,1,2011
86231,Elevation Worship,Hallelujah Here Below,2,2018
86245,Elevation Worship,Here As In Heaven,3,2016
86258,Elevation Worship,Nothing Is Wasted,2,2013
86283,Elevation Worship,Only King Forever,2,2014
86297,Elevation Worship,There Is A Cloud,2,2017
86314,Elevation Worship,Wake Up The Wonder,1,2014
86333,Eli Young Band,Crazy Girl (EP),1,2011
86338,Eli Young Band,Fingerprints,1,2017
86375,Eli Young Band,Turn It On EP,1,2015
86410,Elizaveta,Beatrix Runs,1,2012
86516,Ella Fitzgerald,Let's Fall In Love,3,2017
86633,Elle King,Shake The Spirit,1,2018
86715,Ellie Holcomb,As Sure As The Sun,1,2014
86726,Ellie Holcomb,Red Sea Road,1,2017
86840,Eloise Laws,Eloise Laws,7,2018
87423,Elton John,Wonderful Crazy Night,4,2016
87451,Eluveitie,Helvetios,1,2012
87593,Elvis Costello,National Ransom,2,2010
87744,Elvis Costello & The Imposters,Look Now,1,2018
87891,Elvis Crespo,Saborealo,1,2017
87994,Elvis Presley,Boy From Tupelo,4,2017
88439,Elvis Presley,I Was The One,6,2014
88440,Elvis Presley,If Every Day Was Like Christmas,6,2012
88736,Elvis Presley,Viva Elvis: The Album,3,2010
88749,Elvis Presley,Where No One Stands Alone,2,2018
88773,Elvis Presley With The Royal Philharmonic Orchestra,Elvis Christmas With The Royal Philharmonic Orchestra,4,2017
88804,Elvis Presley With The Royal Philharmonic Orchestra,The Wonder Of You,2,2016
88819,Emarosa,131,1,2016
88830,Emarosa,Emarosa,1,2019
88854,Emblem3,Forever Together (EP),1,2014
88874,Emblem3,Songs From The Couch: Vol. 1,1,2014
88883,Emeli Sande,Long Live The Angels,1,2016
89081,Emery,Eve,1,2018
89119,Emery,We Do What We Want,1,2011
89136,Emery,You Were Never Alone,1,2015
89149,Emily Ann Roberts,The Voice: The Complete Season 9 Collection,1,2015
89162,Emily Saliers,Murmuration Nation,1,2017
89177,Emily West,All For You,1,2015
89399,Emmure,Eternal Enemies,1,2014
89426,Emmure,Look At Yourself,1,2017
89439,Emmure,Slave To The Game,1,2012
89451,Emmure,Speaker Of The Dead,2,2011
89487,Emmy Rossum,Sentimental Journey,1,2013
89582,Emmylou Harris,Hard Bargain,4,2011
89771,Emmylou Harris & Rodney Crowell,Old Yellow Moon,7,2013
89783,Emmylou Harris & Rodney Crowell,The Traveling Kind,1,2015
89822,Empire Of The Sun,Ice On The Dune,3,2013
89834,Empire Of The Sun,Two Vines,1,2016
90009,Engelbert Humperdinck,This Moment In Time,4,2011
90111,Enigma,The Fall Of A Rebel Angel,1,2016
90135,Eno / Hyde,High Life,1,2014
90143,Enoch Light & The Light Brigade,Big Band Hits Of The 30's & 40's!,5,2013
90157,Enoch Light & The Light Brigade,Enoch Light & The Brass Menagerie,7,2017
90287,Enter Shikari,A Flash Flood Of Colour,1,2012
90300,Enter Shikari,The Mindsweep,1,2015
90450,Epica,Requiem For The Indifferent,1,2012
90464,Epica,The Holographic Principle,1,2016
90481,Epica,The Quantum Enigma,1,2014
90622,Erasure,The Violet Flame,1,2014
90643,Erasure,Tomorrow's World,1,2011
90671,Erasure,World Be Gone,1,2017
90751,Eric Bellinger,Eazy Call,1,2018
90803,Eric Benet,The One,4,2012
90886,Eric Church,Caldwell County (EP),1,2011
91193,Eric Clapton,Forever Man: The Best Of Eric Clapton,2,2015
91259,Eric Clapton,Happy Xmas,7,2018
91274,Eric Clapton,I Still Do,6,2016
91504,Eric Clapton With Special Guest JJ Cale,Live In San Diego,1,2016
91549,Eric Hutchinson,Moving Up Living Down,2,2012
91560,Eric Hutchinson,Pure Fiction,1,2014
91612,Eric Paslay,Eric Paslay,4,2014
91623,Eric Prydz,Opus,1,2016
91643,Eric Roberson,The Box,1,2014
91778,Ernie Haase & Signature Sound,A Tribute To The Cathedral Quartet,1,2010
91831,Ernie Haase & Signature Sound,Here We Are Again,1,2012
91843,Ernie Haase & Signature Sound,"Oh, What A Savior",1,2014
91873,Erra,Augment,1,2013
91885,Erra,Drift,1,2016
91895,Erra,Neon,1,2018
91922,Erykah Badu,But You Caint Use My Phone,2,2015
91972,Escape The Fate,Hate Me,1,2015
91986,Escape The Fate,This War Is Ours,3,2010
92001,Escape The Fate,Ungrateful,3,2013
92055,Esperanza Spalding,Chamber Music Society,6,2010
92066,Esperanza Spalding,Emily's D+Evolution,1,2016
92102,Espinoza Paz,Canciones Que Duelen,3,2011
92115,Espinoza Paz,Del Rancho Para El Mundo,5,2017
92126,Espinoza Paz,Un Hombre Normal,1,2017
92140,Esquire,Esquire,4,2019
92150,Esteban,Live!,2,2018
92151,Estelle,All Of Me,6,2012
92198,Esther Phillips,Capricorn Princess,4,2016
92295,Etta James,Etta James Top Ten,4,2019
92558,Evanescence,Synthesis,2,2017
92587,Evans Blue,Graveyard Of Empires,1,2012
92692,Eve 6,Speak In Code,1,2012
92718,Everclear,Invisible Stars,1,2012
92805,Everfound,Everfound,1,2013
92832,Everlast,"Love, War And The Ghost Of Whitey Ford",1,2013
92848,Everlast,Songs Of The Ungrateful Living,2,2011
92863,Everlast,The Life Acoustic,1,2013
92920,Every Avenue,Bad Habits,1,2011
92954,Every Time I Die,Ex Lives,2,2012
92968,Every Time I Die,From Parts Unknown,2,2014
92993,Every Time I Die,Low Teens,1,2016
93163,Evidence,Cats & Dogs,1,2011
93182,Evidence,Weather Or Not,1,2018
93199,Ex Hex,Rips,1,2014
93212,Exodus,Blood In Blood Out,2,2014
93224,Exodus,Exhibit B: The Human Condition,1,2010
93266,Expire,Pretty Low,1,2014
93283,Explosions In The Sky,"Take Care, Take Care, Take Care",4,2011
93289,Explosions In The Sky,The Wilderness,2,2016
93298,Explosions In The Sky & David Wingo,Prince Avalanche: An Original Motion Picture Soundtrack,1,2013
93542,Eyes Set To Kill,Masks,1,2013
93616,FIDLAR,Too,1,2015
93628,FKA twigs,LP1,5,2014
93638,FKA twigs,M3LL155X (EP),1,2015
93685,FUTURISTIC,As Seen On The Internet,1,2016
93699,FUTURISTIC,The Rise,1,2015
93712,FUTURISTIC & Devvon Terrell,Coast 2 Coast,1,2015
93835,Fabolous,There Is No Competition 2: The Grieving Music Mixtape,3,2010
93845,Fabolous & Jadakiss,Friday On Elm Street,3,2017
93894,Face To Face,Laugh Now...Laugh Later,1,2012
93905,Face To Face,One Big Day,7,2018
93915,Face To Face,Three Chords And A Half Truth,1,2013
93979,Failure,The Heart Is A Monster,2,2015
93997,Fair To Midland,Arrows & Anchors,1,2011
94105,Faith Evans,R&B Divas (Soundtrack),3,2012
94117,Faith Evans,Something About Faith,5,2010
94147,Faith Evans And The Notorious B.I.G.,The King & I,1,2017
94262,Faith No More,Sol Invictus,4,2015
94376,Fall Out Boy,Make America Psycho Again,1,2015
94392,Fall Out Boy,PAX-AM Days (EP),1,2013
94412,Falling In Reverse,Fashionably Late,5,2013
94427,Falling In Reverse,Just Like You,4,2015
94464,Fallujah,Dreamless,1,2016
94476,Fallujah,The Flesh Prevails,1,2014
94493,Family Force 5,Time Stands Still,1,2014
94523,Famous Last Words,Council Of The Dead,1,2014
94535,Famous Last Words,Two-Faced Charade,1,2013
94580,Fantasia,Christmas After Midnight,1,2017
94632,Fantasia,The Definition Of...,5,2016
94688,Far*East Movement,Dirty Bass,1,2012
94711,Farruko,Farruko Presents Los Menores,1,2016
94726,Farruko,TrapXficante,1,2017
94748,Farruko,Visionary,1,2015
94995,Fat Joe,The Darkside: Vol. 1,2,2010
95008,Fat Joe & Remy Ma,Plata O Plomo,5,2017
95096,Fates Warning,Darkness In A Different Light,1,2013
95114,Father John Misty,Fear Fun,2,2012
95126,Father John Misty,God's Favorite Customer,2,2018
95136,Father John Misty,"I Love You, Honeybear",4,2015
95147,Father John Misty,Pure Comedy,3,2017
95214,Fear Factory,Genexus,1,2015
95267,Federation,Federation,1,2015
95302,Feed Me,Calamari Tuesday,1,2013
95342,Feist,Pleasure,1,2017
95366,Felony,The Fanatic,5,2014
95379,Fences,Lesser Oceans,1,2014
95413,Fergie,Double Dutchess,2,2017
95521,Fiction Family,Fiction Family Reunion,1,2013
95589,Fifth Harmony,Better Together: Acoustic (EP),1,2013
95594,Fifth Harmony,Fifth Harmony,4,2016
95643,Fight Or Flight,Life By Design?,1,2013
95669,Filter,Crazy Eyes,1,2016
95698,Filter,The Sun Comes Out Tonight,1,2013
95710,Filter,The Trouble With Angels,1,2010
95732,Finch,Back To Oblivion,1,2014
95783,Finger Eleven,Life Turns Electric,1,2010
95919,Fireflight,For Those Who Wait,2,2010
95972,Fireworks,"Oh, Common Life",1,2014
95983,First Aid Kit,Ruins,2,2018
95994,First Aid Kit,The Lion's Roar,3,2012
96102,Fistful Of Mercy,As I Call You Down,2,2010
96113,Fit For A King,Creation/Destruction,1,2013
96124,Fit For A King,Dark Skies,1,2018
96134,Fit For A King,Deathgrip,1,2016
96145,Fit For A King,Slave To Nothing,1,2014
96156,Fit For An Autopsy,The Great Collapse,1,2017
